"geoid_bl","tot_loc","cnt_ms"
"500199511002073",2,"1"
"500199511002074",NULL,"0"
"500199511002075",NULL,"0"
"500199511002076",2,"3"
"500199512001000",88,"35"
"500199512001001",NULL,"0"
"500199512001002",2,"4"
"500199512001003",5,"4"
"500199512001004",NULL,"0"
"500199512001005",7,"5"
"500199512001006",NULL,"0"
"500199512001007",19,"14"
"500199512001008",11,"10"
"500199512001009",2,"2"
"500199512001010",2,"1"
"500199512001011",12,"7"
"500199512001012",NULL,"0"
"500199512001013",NULL,"0"
"500199512001014",NULL,"0"
"500199512001015",NULL,"0"
"500199512001016",NULL,"0"
"500199512001017",NULL,"0"
"500199512001018",10,"7"
"500199512001019",35,"35"
"500199512001020",NULL,"0"
"500199512001021",30,"21"
"500199512001022",21,"17"
"500199512001023",7,"7"
"500199512001024",81,"44"
"500199512001025",8,"4"
"500199512001026",7,"6"
"500199512001027",5,"0"
"500199512001028",3,"0"
"500199512001029",13,"16"
"500199512001030",17,"14"
"500199512001031",NULL,"0"
"500199512001032",6,"0"
"500199512001033",NULL,"0"
"500199512001034",NULL,"0"
"500199512001035",10,"9"
"500199512001036",3,"4"
"500199512001037",NULL,"0"
"500199512002000",6,"7"
"500199512002001",NULL,"0"
"500199512002002",NULL,"0"
"500199512002003",21,"16"
"500199512002004",3,"1"
"500199512002005",2,"1"
"500199512002006",1,"0"
"500199512002007",193,"168"
"500199512002008",NULL,"0"
"500199512002009",7,"11"
"500199512002010",4,"3"
"500199512002011",12,"16"
"500199512002012",11,"1"
"500199512002013",12,"3"
"500199512002014",11,"10"
"500199512002015",90,"125"
"500199512002016",17,"18"
"500199512002017",46,"53"
"500199512002018",NULL,"0"
"500199512002019",16,"23"
"500199512002020",9,"18"
"500199512002021",5,"7"
"500199512002022",NULL,"0"
"500199512002023",8,"11"
"500199512002024",1,"2"
"500199512003000",1,"3"
"500199512003001",14,"18"
"500199512003002",4,"5"
"500199512003003",24,"23"
"500199512003004",NULL,"0"
"500199512003005",56,"53"
"500199512003006",8,"10"
"500199512003007",13,"20"
"500199512003008",NULL,"0"
"500199512003009",NULL,"0"
"500199512003010",9,"14"
"500199512003011",41,"39"
"500199512003012",6,"9"
"500199512003013",2,"3"
"500199512003014",21,"22"
"500199512003015",11,"13"
"500199512003016",12,"12"
"500199512003017",13,"12"
"500199512003018",16,"22"
"500199512003019",2,"2"
"500199512003020",39,"48"
"500199512003021",6,"14"
"500199512003022",2,"3"
"500199512003023",NULL,"0"
"500199512003024",2,"2"
"500199512003025",7,"8"
"500199512003026",44,"62"
"500199512003027",1,"1"
"500199512003028",60,"72"
"500199512003029",NULL,"0"
"500199512003030",9,"17"
"500199512003031",8,"14"
"500199512003032",2,"2"
"500199512003033",NULL,"0"
"500199512003034",2,"0"
"500199512003035",2,"2"
"500199512003036",36,"69"
"500199512003037",4,"6"
"500199512003038",NULL,"0"
"500199512003039",8,"11"
"500199512003040",4,"2"
"500199512003041",5,"10"
"500199512003042",23,"29"
"500199512003043",39,"55"
"500199512003044",NULL,"0"
"500199513001000",5,"7"
"500199513001001",52,"35"
"500199513001002",NULL,"0"
"500199513001003",8,"5"
"500199513001004",10,"9"
"500199513001005",10,"8"
"500199513001006",NULL,"0"
"500199513001007",40,"6"
"500199513001008",NULL,"0"
"500199513001009",NULL,"0"
"500199513001010",10,"9"
"500199513001011",154,"182"
"500199513001012",NULL,"0"
"500199513001013",NULL,"0"
"500199513001014",5,"6"
"500199513001015",3,"4"
"500199513001016",NULL,"0"
"500199513001017",5,"7"
"500199513001018",NULL,"0"
"500199513001019",14,"14"
"500199513001020",NULL,"0"
"500199513001021",NULL,"0"
"500199513001022",2,"3"
"500199513001023",4,"6"
"500199513001024",12,"13"
"500199513001025",53,"35"
"500199513001026",1,"0"
"500199513001027",7,"1"
"500199513001028",58,"18"
"500199513001029",5,"5"
"500199513001030",3,"0"
"500199513001031",NULL,"1"
"500199513001032",1,"0"
"500199513001033",NULL,"0"
"500199513001034",NULL,"0"
"500199513001035",17,"6"
"500199513001036",46,"40"
"500199513001037",33,"35"
"500199513001038",38,"39"
"500199513001039",5,"5"
"500199513001040",4,"4"
"500199513001041",10,"22"
"500199513001042",NULL,"0"
"500199513001043",NULL,"0"
"500199513001044",NULL,"0"
"500199513001045",47,"61"
"500199513001046",10,"12"
"500199513001047",NULL,"0"
"500199513001048",10,"11"
"500199513001049",17,"20"
"500199513001050",7,"13"
"500199513001051",NULL,"0"
"500199513001052",17,"19"
"500199513001053",23,"28"
"500199513001054",1,"1"
"500199513001055",1,"1"
"500199513001056",NULL,"0"
"500199513001057",NULL,"0"
"500199513001058",NULL,"0"
"500199513001059",NULL,"0"
"500199513001060",NULL,"0"
"500199513001061",29,"48"
"500199513001062",2,"6"
"500199513001063",NULL,"0"
"500199513001064",1,"1"
"500199513001065",NULL,"0"
"500199513001066",5,"6"
"500199513001067",37,"47"
"500199513001068",3,"3"
"500199513001069",35,"34"
"500199513001070",5,"5"
"500199513001071",3,"5"
"500199513001072",NULL,"0"
"500199513001073",29,"31"
"500199513001074",NULL,"0"
"500199513001075",4,"6"
"500199513001076",19,"18"
"500199513001077",NULL,"0"
"500199513001078",NULL,"0"
"500199513001079",2,"2"
"500199513001080",9,"8"
"500199513001081",NULL,"0"
"500199513001082",NULL,"0"
"500199513001083",1,"2"
"500199513001084",4,"3"
"500199513001085",14,"20"
"500199513001086",NULL,"0"
"500199513001087",4,"4"
"500199513001088",4,"4"
"500199513001089",8,"7"
"500199513001090",6,"11"
"500199513001091",2,"2"
"500199513001092",1,"2"
"500199513001093",3,"3"
"500199513001094",2,"2"
"500199513001095",7,"12"
"500199513001096",NULL,"0"
"500199513001097",1,"0"
"500199513001098",5,"5"
"500199513001099",NULL,"0"
"500199514001000",23,"22"
"500199514001001",12,"15"
"500199514001002",3,"3"
"500199514001003",60,"66"
"500199514001004",7,"6"
"500199514001005",17,"17"
"500199514001006",22,"24"
"500199514001007",8,"7"
"500199514001008",18,"17"
"500199514001009",3,"3"
"500199514001010",50,"47"
"500199514001011",7,"7"
"500199514001012",46,"37"
"500199514001013",9,"10"
"500199514001014",8,"8"
"500199514001015",15,"15"
"500199514001016",49,"51"
"500199514001017",11,"11"
"500199514001018",14,"15"
"500199514001019",43,"44"
"500199514001020",18,"17"
"500199514001021",3,"3"
"500199514001022",13,"13"
"500199514001023",NULL,"0"
"500199514001024",4,"3"
"500199514001025",6,"3"
"500199514001026",NULL,"0"
"500199514001027",5,"7"
"500199514001028",3,"4"
"500199514001029",NULL,"1"
"500199514001030",13,"14"
"500199514001031",NULL,"0"
"500199514001032",12,"13"
"500199514002000",11,"9"
"500199514002001",2,"9"
"500199514002002",NULL,"2"
"500199514002003",NULL,"0"
"500199514002004",NULL,"0"
"500199514002005",NULL,"0"
"500199514002006",1,"0"
"500199514003000",41,"38"
"500199514003001",14,"15"
"500199514003002",NULL,"1"
"500199514003003",NULL,"0"
"500199514003004",NULL,"0"
"500199514003005",NULL,"1"
"500199514003006",NULL,"0"
"500199514003007",NULL,"0"
"500199514003008",NULL,"0"
"500199514003009",NULL,"0"
"500199514003010",NULL,"0"
"500199514003011",NULL,"2"
"500199514003012",5,"13"
"500199514003013",22,"21"
"500199514003014",14,"13"
"500199514003015",12,"11"
"500199514003016",56,"54"
"500199514003017",22,"22"
"500199514003018",NULL,"0"
"500199514003019",NULL,"0"
"500199514003020",2,"2"
"500199514003021",21,"29"
"500199514003022",NULL,"0"
"500199514003023",10,"9"
"500199514003024",1,"2"
"500199514003025",2,"3"
"500199514003026",NULL,"0"
"500199514003027",NULL,"0"
"500199514003028",NULL,"0"
"500199514003029",1,"2"
"500199515001000",1,"2"
"500199515001001",14,"15"
"500199515001002",8,"8"
"500199515001003",10,"10"
"500199515001004",48,"47"
"500199515001005",3,"4"
"500199515001006",10,"9"
"500199515001007",15,"15"
"500199515001008",14,"19"
"500199515001009",11,"16"
"500199515001010",74,"70"
"500199515001011",10,"10"
"500199515001012",20,"19"
"500199515001013",13,"15"
"500199515001014",5,"6"
"500199515001015",10,"10"
"500199515001016",11,"12"
"500199515001017",19,"18"
"500199515001018",66,"75"
"500199515001019",25,"28"
"500199515001020",6,"6"
"500199515001021",2,"1"
"500199515001022",9,"11"
"500199515001023",11,"9"
"500199515001024",NULL,"0"
"500199515001025",4,"6"
"500199515001026",8,"7"
"500199515001027",NULL,"0"
"500199515001028",9,"5"
"500199515001029",22,"20"
"500199515002000",92,"71"
"500199515002001",12,"14"
"500199515002002",16,"15"
"500199515002003",1,"0"
"500199515002004",24,"29"
"500199515002005",144,"135"
"500199515002006",15,"19"
"500199515002007",7,"3"
"500199515002008",3,"2"
"500199515002009",9,"9"
"500199515002010",1,"0"
"500199515002011",NULL,"1"
"500199515002012",46,"46"
"500199515002013",1,"1"
"500199515002014",26,"26"
"500199515002015",8,"14"
"500199515002016",4,"9"
"500199515002017",6,"8"
"500199515002018",36,"41"
"500199515002019",NULL,"0"
"500199515002020",64,"60"
"500199515002021",7,"9"
"500199515002022",85,"92"
"500199515002023",11,"2"
"500199516001000",NULL,"0"
"500199516001001",6,"5"
"500199516001002",13,"0"
"500199516001003",54,"58"
"500199516001004",13,"1"
"500199516001005",40,"29"
"500199516001006",7,"3"
"500199516001007",2,"2"
"500199516001008",12,"8"
"500199516001009",2,"2"
"500199516001010",31,"40"
"500199516001011",3,"2"
"500199516001012",3,"5"
"500199516001013",2,"1"
"500199516001014",9,"6"
"500199516001015",NULL,"0"
"500199516001016",NULL,"0"
"500199516001017",NULL,"0"
"500199516001018",1,"2"
"500199516001019",NULL,"0"
"500199516001020",5,"7"
"500199516001021",18,"21"
"500199516001022",6,"2"
"500199516001023",6,"6"
"500199516001024",44,"65"
"500199516001025",47,"54"
"500199516001026",4,"8"
"500199516001027",28,"38"
"500199516001028",NULL,"1"
"500199516001029",29,"33"
"500199516001030",1,"2"
"500199516001031",3,"12"
"500199516001032",3,"5"
"500199516001033",21,"23"
"500199516001034",8,"11"
"500199516001035",NULL,"0"
"500199516001036",11,"13"
"500199516001037",20,"28"
"500199516001038",2,"2"
"500199516001039",NULL,"3"
"500199516001040",9,"13"
"500199516001041",19,"30"
"500199516001042",3,"5"
"500199516001043",NULL,"1"
"500199516001044",4,"6"
"500199516001045",9,"12"
"500199516001046",9,"13"
"500199516001047",9,"17"
"500199516001048",4,"5"
"500199516001049",4,"5"
"500199516002000",8,"12"
"500199516002001",4,"4"
"500199516002002",2,"3"
"500199516002003",9,"12"
"500199516002004",4,"7"
"500199516002005",2,"2"
"500199516002006",NULL,"0"
"500199516002007",5,"5"
"500199516002008",15,"27"
"500199516002009",NULL,"0"
"500199516002010",5,"11"
"500199516002011",13,"21"
"500199516002012",5,"6"
"500199516002013",39,"65"
"500199516002014",25,"48"
"500199516002015",7,"14"
"500199516002016",62,"94"
"500199516002017",7,"10"
"500199516002018",3,"3"
"500199516002019",5,"14"
"500199516002020",15,"26"
"500199516002021",NULL,"0"
"500199516002022",6,"10"
"500199516002023",15,"21"
"500199516002024",9,"7"
"500199516002025",NULL,"0"
"500199516002026",5,"7"
"500199516002027",23,"29"
"500199516002028",16,"15"
"500199516002029",12,"8"
"500199516002030",1,"1"
"500199516002031",2,"1"
"500199516003000",7,"10"
"500199516003001",NULL,"0"
"500199516003002",5,"5"
"500199516003003",NULL,"0"
"500199516003004",NULL,"0"
"500199516003005",NULL,"0"
"500199516003006",NULL,"0"
"500199516003007",NULL,"0"
"500199516003008",NULL,"0"
"500199516003009",6,"1"
"500199516003010",16,"8"
"500199516003011",1,"0"
"500199516003012",25,"6"
"500199516003013",1,"1"
"500199516003014",6,"6"
"500199516003015",9,"10"
"500199516003016",26,"6"
"500199516003017",14,"4"
"500199516003018",27,"7"
"500199516003019",3,"1"
"500199516003020",12,"1"
"500199516003021",10,"1"
"500199516003022",14,"2"
"500199516003023",17,"2"
"500199516003024",11,"2"
"500199516003025",14,"18"
"500199516003026",2,"2"
"500199516003027",NULL,"0"
"500199516003028",4,"9"
"500199516003029",12,"2"
"500199516003030",4,"0"
"500199516003031",22,"1"
"500199516003032",1,"0"
"500199516003033",5,"0"
"500199516003034",5,"0"
"500199516003035",7,"3"
"500199516003036",NULL,"0"
"500199516003037",27,"3"
"500199516003038",6,"0"
"500199516003039",4,"1"
"500199516003040",5,"4"
"500199516003041",33,"25"
"500199516003042",4,"5"
"500199516003043",3,"4"
"500199516003044",NULL,"0"
"500199516003045",1,"8"
"500199516003046",7,"2"
"500199516003047",NULL,"0"
"500199516003048",1,"0"
"500199516003049",12,"15"
"500199516003050",46,"62"
"500199516003051",NULL,"0"
"500199516003052",4,"2"
"500199516003053",5,"5"
"500199516003054",NULL,"0"
"500199516003055",1,"1"
"500199516003056",4,"2"
"500199516003057",1,"1"
"500199516003058",1,"1"
"500199516004000",3,"5"
"500199516004001",2,"2"
"500199516004002",21,"29"
"500199516004003",35,"52"
"500199516004004",12,"16"
"500199516004005",1,"2"
"500199516004006",31,"47"
"500199516004007",8,"7"
"500199516004008",NULL,"0"
"500199516004009",NULL,"0"
"500199516004010",2,"2"
"500199516004011",15,"18"
"500199516004012",2,"2"
"500199516004013",1,"1"
"500199516004014",NULL,"1"
"500199516004015",3,"4"
"500199516004016",NULL,"0"
"500199516004017",5,"3"
"500199516004018",7,"10"
"500199516004019",7,"7"
"500199516004020",12,"17"
"500199516004021",40,"53"
"500199516004022",NULL,"0"
"500199516004023",1,"0"
"500199516004024",2,"2"
"500199516004025",4,"6"
"500199516004026",NULL,"0"
"500199516004027",NULL,"0"
"500199516004028",26,"31"
"500199516004029",6,"5"
"500199516004030",11,"13"
"500199516004031",9,"14"
"500199516004032",NULL,"0"
"500199516004033",43,"51"
"500199516004034",9,"5"
"500199516004035",1,"3"
"500199516004036",18,"28"
"500199516004037",5,"8"
"500199516004038",1,"1"
"500199516004039",9,"13"
"500199516004040",NULL,"0"
"500199516004041",4,"8"
"500199516004042",6,"17"
"500199516004043",NULL,"0"
"500199516004044",2,"2"
"500199516004045",17,"24"
"500199516004046",1,"1"
"500199516004047",17,"23"
"500199516004048",4,"10"
"500199516004049",7,"7"
"500199516004050",1,"2"
"500199516004051",1,"2"
"500199516004052",1,"2"
"500199516004053",16,"15"
"500199516005000",3,"1"
"500199516005001",38,"30"
"500199516005002",1,"1"
"500199516005003",1,"1"
"500199516005004",5,"5"
"500199516005005",3,"2"
"500199516005006",2,"3"
"500199516005007",NULL,"0"
"500199516005008",1,"1"
"500199516005009",3,"1"
"500199516005010",2,"2"
"500199516005011",46,"43"
"500199516005012",NULL,"0"
"500199516005013",8,"7"
"500199516005014",1,"0"
"500199516005015",3,"1"
"500199516005016",5,"6"
"500199516005017",15,"17"
"500199516005018",2,"2"
"500199516005019",19,"20"
"500199516005020",4,"3"
"500199516005021",139,"125"
"500199516005022",52,"42"
"500199516005023",31,"4"
"500199516005024",9,"9"
"500199516005025",NULL,"3"
"500199516005026",2,"2"
"500199516005027",NULL,"0"
"500199516005028",15,"17"
"500199516005029",2,"0"
"500199516005030",NULL,"0"
"500199516005031",4,"3"
"500199516005032",2,"4"
"500199516005033",7,"9"
"500199516005034",18,"23"
"500199516005035",3,"3"
"500199516005036",54,"59"
"500199516005037",3,"3"
"500199516005038",1,"0"
"500199516005039",8,"8"
"500199516005040",15,"10"
"500199516005041",5,"6"
"500199516005042",108,"111"
"500199516005043",12,"21"
"500199516005044",8,"12"
"500199516005045",2,"2"
"500199516005046",8,"9"
"500199516005047",22,"18"
"500199516005048",9,"10"
"500199516005049",21,"20"
"500199516005050",14,"17"
"500199516005051",1,"1"
"500199516005052",18,"15"
"500199516005053",3,"5"
"500199516005054",28,"33"
"500199516005055",2,"2"
"500199516005056",11,"12"
"500199516005057",18,"28"
"500199516005058",2,"2"
"500199516005059",2,"3"
"500199516005060",13,"17"
"500199516005061",5,"10"
"500199516005062",NULL,"0"
"500199516005063",NULL,"0"
"500199516005064",NULL,"0"
"500199516005065",8,"8"
"500199516005066",NULL,"0"
"500199516005067",NULL,"0"
"500199516005068",19,"26"
"500199516005069",1,"3"
"500199516005070",NULL,"0"
"500199516005071",2,"3"
"500199516005072",3,"3"
"500199516005073",4,"6"
"500199516005074",2,"3"
"500199516005075",6,"10"
"500199516005076",11,"19"
"500199516005077",10,"22"
"500199516005078",9,"15"
"500199516005079",3,"3"
"500199516005080",NULL,"0"
"500199516005081",17,"10"
"500199516005082",NULL,"0"
"500199516005083",8,"6"
"500199516005084",1,"1"
"500199516005085",4,"1"
"500199516005086",9,"9"
"500199516005087",1,"2"
"500199517001000",NULL,"0"
"500199517001001",1,"1"
"500199517001002",5,"2"
"500199517001003",9,"12"
"500199517001004",5,"5"
"500199517001005",24,"26"
"500199517001006",19,"28"
"500199517001007",20,"30"
"500199517001008",9,"18"
"500199517001009",2,"4"
"500199517001010",1,"3"
"500199517001011",2,"5"
"500199517001012",12,"24"
"500199517001013",25,"42"
"500199517001014",6,"7"
"500199517001015",51,"57"
"500199517001016",1,"1"
"500199517001017",1,"1"
"500199517001018",2,"4"
"500199517001019",2,"2"
"500199517001020",8,"7"
"500199517001021",1,"2"
"500199517001022",3,"3"
"500199517001023",NULL,"0"
"500199517001024",4,"4"
"500199517001025",6,"5"
"500199517001026",13,"16"
"500199517001027",14,"24"
"500199517001028",6,"8"
"500199517001029",12,"19"
"500199517001030",6,"8"
"500199517001031",4,"3"
"500199517001032",2,"3"
"500199517001033",17,"25"
"500199517001034",9,"12"
"500199517001035",5,"4"
"500199517001036",27,"31"
"500199517001037",27,"41"
"500199517001038",NULL,"0"
"500199517001039",37,"42"
"500199517001040",NULL,"0"
"500199517001041",2,"1"
"500199517001042",2,"1"
"500199517001043",1,"3"
"500199517001044",58,"72"
"500199517001045",5,"6"
"500199517001046",1,"1"
"500199517001047",3,"6"
"500199517001048",1,"2"
"500199517001049",2,"3"
